cell_line,reported_sex,DDX3Y_expression,DDX3Y_expression_category,EIF1AY_expression,EIF1AY_expression_category,KDM5D_expression,KDM5D_expression_category,NLGN4Y_expression,NLGN4Y_expression_category,RPS4Y1_expression,RPS4Y1_expression_category,TMSB4Y_expression,TMSB4Y_expression_category,USP9Y_expression,USP9Y_expression_category,UTY_expression,UTY_expression_category,ZFY_expression,ZFY_expression_category
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,15937,high_expression,9045,high_expression,28249,high_expression,0,low_expression,27066,high_expression,230,high_expression,7032,high_expression,4222,high_expression,2023,high_expression
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,15,low_expression,4,low_expression,9,low_expression,0,low_expression,36,low_expression,0,low_expression,4,low_expression,0,low_expression,2,low_expression
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,7495,high_expression,2604,high_expression,2839,high_expression,0,low_expression,36707,high_expression,20,low_expression,2335,high_expression,1137,high_expression,1922,high_expression
KLE_ENDOMETRIUM,female,33,low_expression,2,low_expression,17,low_expression,4,low_expression,62,low_expression,0,low_expression,7,low_expression,13,low_expression,4,low_expression
KM12_LARGE_INTESTINE,NA,22,low_expression,7,low_expression,0,low_expression,3,low_expression,29,low_expression,0,low_expression,2,low_expression,5,low_expression,6,low_expression
KMBC2_URINARY_TRACT,NA,16,low_expression,5,low_expression,8,low_expression,0,low_expression,32,low_expression,0,low_expression,6,low_expression,2,low_expression,0,low_expression
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,10,low_expression,4,low_expression,7,low_expression,9,low_expression,53,low_expression,1,low_expression,11,low_expression,6,low_expression,6,low_expression
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,9,low_expression,5,low_expression,6,low_expression,0,low_expression,38,low_expression,0,low_expression,6,low_expression,8,low_expression,4,low_expression
KMRC1_KIDNEY,male,27,low_expression,6,low_expression,12,low_expression,0,low_expression,59,low_expression,3,low_expression,2,low_expression,2,low_expression,2,low_expression
KMRC20_KIDNEY,NA,19,low_expression,2,low_expression,4,low_expression,0,low_expression,63,low_expression,0,low_expression,15,low_expression,9,low_expression,0,low_expression
KMRC2_KIDNEY,male,18,low_expression,9,low_expression,2,low_expression,0,low_expression,51,low_expression,6,low_expression,4,low_expression,0,low_expression,4,low_expression
KMRC3_KIDNEY,male,11260,high_expression,3211,high_expression,5660,high_expression,2750,high_expression,29018,high_expression,146,high_expression,7540,high_expression,2034,high_expression,2255,high_expression
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,10,low_expression,8,low_expression,6,low_expression,3,low_expression,19,low_expression,0,low_expression,6,low_expression,4,low_expression,2,low_expression
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,9,low_expression,1,low_expression,5,low_expression,2,low_expression,25,low_expression,0,low_expression,17,low_expression,3,low_expression,3,low_expression
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,13,low_expression,4,low_expression,9,low_expression,2,low_expression,27,low_expression,0,low_expression,6,low_expression,3,low_expression,4,low_expression
KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,38,low_expression,8,low_expression,17,low_expression,8,low_expression,73,low_expression,4,low_expression,4,low_expression,7,low_expression,8,low_expression
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,15,low_expression,4,low_expression,7,low_expression,4,low_expression,38,low_expression,0,low_expression,2,low_expression,7,low_expression,4,low_expression
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,7617,high_expression,4292,high_expression,1,low_expression,0,low_expression,442,intermediate_expression,529,high_expression,10,low_expression,2809,high_expression,1123,high_expression
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,2901,high_expression,3297,high_expression,12,low_expression,0,low_expression,27,low_expression,71,intermediate_expression,1132,high_expression,802,high_expression,720,high_expression
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,13,low_expression,0,low_expression,10,low_expression,0,low_expression,51,low_expression,0,low_expression,8,low_expression,5,low_expression,1,low_expression
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,14,low_expression,6,low_expression,5,low_expression,0,low_expression,35,low_expression,0,low_expression,4,low_expression,0,low_expression,2,low_expression
KNS42_CENTRAL_NERVOUS_SYSTEM,male,31,low_expression,12,low_expression,13,low_expression,16,low_expression,87,low_expression,0,low_expression,60,low_expression,2,low_expression,10,low_expression
KNS60_CENTRAL_NERVOUS_SYSTEM,male,15,low_expression,2,low_expression,4,low_expression,1,low_expression,28,low_expression,0,low_expression,7,low_expression,1,low_expression,2,low_expression
KNS62_LUNG,male,59,low_expression,17,low_expression,11,low_expression,2,low_expression,95,low_expression,4,low_expression,28,low_expression,13,low_expression,7,low_expression
KNS81_CENTRAL_NERVOUS_SYSTEM,male,13788,high_expression,4436,high_expression,4409,high_expression,2851,high_expression,34736,high_expression,74,intermediate_expression,9953,high_expression,2183,high_expression,2202,high_expression
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,13813,high_expression,5744,high_expression,17856,high_expression,8,low_expression,46116,high_expression,285,high_expression,6053,high_expression,4501,high_expression,2863,high_expression
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,35,low_expression,5,low_expression,4,low_expression,0,low_expression,42,low_expression,4,low_expression,0,low_expression,1,low_expression,1,low_expression
KP2_PANCREAS,female,29,low_expression,5,low_expression,3,low_expression,0,low_expression,10,low_expression,1,low_expression,2,low_expression,4,low_expression,4,low_expression
KP3_PANCREAS,male,14,low_expression,0,low_expression,4,low_expression,2,low_expression,29,low_expression,0,low_expression,5,low_expression,3,low_expression,2,low_expression
KP4_PANCREAS,male,17,low_expression,6,low_expression,4,low_expression,2,low_expression,39,low_expression,0,low_expression,3,low_expression,4,low_expression,2,low_expression
KPL1_BREAST,female,37,low_expression,10,low_expression,7,low_expression,4,low_expression,50,low_expression,1,low_expression,7,low_expression,2,low_expression,0,low_expression
KPMRTRY_SOFT_TISSUE,NA,10062,high_expression,879,high_expression,2920,high_expression,660,intermediate_expression,18796,high_expression,54,intermediate_expression,4551,high_expression,1088,high_expression,1401,high_expression
KPNRTBM1_AUTONOMIC_GANGLIA,NA,18,low_expression,2,low_expression,14,low_expression,2,low_expression,42,low_expression,1,low_expression,7,low_expression,6,low_expression,6,low_expression
KPNSI9S_AUTONOMIC_GANGLIA,NA,20816,high_expression,6888,high_expression,12024,high_expression,4846,high_expression,80251,high_expression,312,high_expression,6587,high_expression,1790,high_expression,3038,high_expression
KPNYN_AUTONOMIC_GANGLIA,male,12062,high_expression,3887,high_expression,4453,high_expression,5071,high_expression,43637,high_expression,379,high_expression,6754,high_expression,1947,high_expression,1989,high_expression
KS1_CENTRAL_NERVOUS_SYSTEM,female,28,low_expression,1,low_expression,6,low_expression,9,low_expression,23,low_expression,0,low_expression,2,low_expression,5,low_expression,2,low_expression
KU1919_URINARY_TRACT,male,64,low_expression,0,low_expression,8,low_expression,8,low_expression,283,low_expression,1,low_expression,4,low_expression,4,low_expression,12,low_expression
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,39797,high_expression,16832,high_expression,17182,high_expression,0,low_expression,66617,high_expression,472,high_expression,4734,high_expression,4793,high_expression,4960,high_expression
KURAMOCHI_OVARY,female,6,low_expression,4,low_expression,5,low_expression,0,low_expression,38,low_expression,0,low_expression,4,low_expression,11,low_expression,0,low_expression
KYM1_SOFT_TISSUE,NA,19,low_expression,10,low_expression,9,low_expression,2,low_expression,22,low_expression,0,low_expression,8,low_expression,3,low_expression,10,low_expression
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,32,low_expression,14,low_expression,24,low_expression,7,low_expression,189,low_expression,0,low_expression,11,low_expression,10,low_expression,0,low_expression
KYSE140_OESOPHAGUS,male,13,low_expression,2,low_expression,17,low_expression,3,low_expression,36,low_expression,0,low_expression,5,low_expression,0,low_expression,1,low_expression
KYSE150_OESOPHAGUS,female,19,low_expression,5,low_expression,10,low_expression,0,low_expression,50,low_expression,0,low_expression,3,low_expression,6,low_expression,2,low_expression
KYSE180_OESOPHAGUS,male,24,low_expression,18,low_expression,12,low_expression,2,low_expression,20,low_expression,0,low_expression,4,low_expression,6,low_expression,0,low_expression
KYSE270_OESOPHAGUS,male,10487,high_expression,1470,high_expression,4599,high_expression,665,intermediate_expression,14956,high_expression,101,high_expression,1866,high_expression,1285,high_expression,981,high_expression
KYSE30_OESOPHAGUS,male,73,low_expression,29,low_expression,55,low_expression,13,low_expression,102,low_expression,0,low_expression,21,low_expression,5,low_expression,12,low_expression
KYSE410_OESOPHAGUS,male,7,low_expression,8,low_expression,12,low_expression,9,low_expression,30,low_expression,2,low_expression,2,low_expression,4,low_expression,0,low_expression
KYSE450_OESOPHAGUS,male,11,low_expression,6,low_expression,7,low_expression,0,low_expression,23,low_expression,0,low_expression,9,low_expression,4,low_expression,4,low_expression
KYSE510_OESOPHAGUS,female,17,low_expression,0,low_expression,9,low_expression,1,low_expression,41,low_expression,0,low_expression,0,low_expression,1,low_expression,0,low_expression
KYSE520_OESOPHAGUS,female,6,low_expression,5,low_expression,8,low_expression,2,low_expression,34,low_expression,0,low_expression,3,low_expression,2,low_expression,10,low_expression
KYSE70_OESOPHAGUS,male,15,low_expression,2,low_expression,4,low_expression,2,low_expression,39,low_expression,0,low_expression,5,low_expression,1,low_expression,6,low_expression
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,26,low_expression,7,low_expression,7,low_expression,0,low_expression,11809,high_expression,0,low_expression,8,low_expression,1,low_expression,1739,high_expression
L33_PANCREAS,NA,18,low_expression,4,low_expression,0,low_expression,2,low_expression,21,low_expression,0,low_expression,0,low_expression,2,low_expression,2,low_expression
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,7,low_expression,6,low_expression,10,low_expression,0,low_expression,39,low_expression,0,low_expression,2,low_expression,0,low_expression,2,low_expression
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,20,low_expression,0,low_expression,4,low_expression,0,low_expression,67,low_expression,0,low_expression,7,low_expression,2,low_expression,7,low_expression
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,14,low_expression,6,low_expression,2,low_expression,2,low_expression,25,low_expression,0,low_expression,5,low_expression,0,low_expression,4,low_expression
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,12,low_expression,3,low_expression,7,low_expression,0,low_expression,36,low_expression,0,low_expression,5,low_expression,0,low_expression,0,low_expression
LC1F_LUNG,male,24,low_expression,5,low_expression,6,low_expression,2,low_expression,37,low_expression,0,low_expression,8,low_expression,4,low_expression,0,low_expression
LCLC103H_LUNG,male,5728,high_expression,1634,high_expression,1650,high_expression,20,low_expression,17230,high_expression,34,intermediate_expression,1815,high_expression,981,high_expression,583,high_expression
LCLC97TM1_LUNG,male,16,low_expression,1,low_expression,8,low_expression,0,low_expression,113134,high_expression,2,low_expression,3,low_expression,3,low_expression,2655,high_expression
LI7_LIVER,NA,23,low_expression,12,low_expression,6,low_expression,0,low_expression,31,low_expression,1,low_expression,6,low_expression,0,low_expression,6,low_expression
LK2_LUNG,NA,13,low_expression,1,low_expression,4,low_expression,2,low_expression,36,low_expression,0,low_expression,9,low_expression,1,low_expression,3,low_expression
LMSU_STOMACH,NA,41,low_expression,29,low_expression,23,low_expression,0,low_expression,118,low_expression,0,low_expression,71,low_expression,5,low_expression,4,low_expression
LN18_CENTRAL_NERVOUS_SYSTEM,male,17406,high_expression,2025,high_expression,4608,high_expression,11,low_expression,27361,high_expression,144,high_expression,4212,high_expression,1913,high_expression,1828,high_expression
LN215_CENTRAL_NERVOUS_SYSTEM,NA,13,low_expression,18,low_expression,12,low_expression,8,low_expression,55,low_expression,2,low_expression,4,low_expression,2,low_expression,6,low_expression
LN229_CENTRAL_NERVOUS_SYSTEM,female,23,low_expression,4,low_expression,5,low_expression,5,low_expression,24,low_expression,2,low_expression,5,low_expression,7,low_expression,4,low_expression
LN235_CENTRAL_NERVOUS_SYSTEM,male,23982,high_expression,5734,high_expression,6199,high_expression,3768,high_expression,27437,high_expression,120,high_expression,6766,high_expression,3002,high_expression,2869,high_expression
LN319_CENTRAL_NERVOUS_SYSTEM,male,7220,high_expression,1671,high_expression,3531,high_expression,1235,intermediate_expression,11398,high_expression,146,high_expression,3647,high_expression,1175,high_expression,774,high_expression
LN340_CENTRAL_NERVOUS_SYSTEM,male,15488,high_expression,4598,high_expression,5428,high_expression,2352,high_expression,34838,high_expression,105,high_expression,7537,high_expression,2736,high_expression,1966,high_expression
LN382_CENTRAL_NERVOUS_SYSTEM,male,9,low_expression,4,low_expression,6,low_expression,2,low_expression,28,low_expression,0,low_expression,8,low_expression,5,low_expression,0,low_expression
