"CCLE_ID","reported_sex","predicted_sex","pathology","scc_inclusive","scc_conservative","XIST_Expression_Level","Y_Expression_Level","Y_Expression_Status","RPS4Y1_Expression_Level","ZFY_Expression_Level","USP9Y_Expression_Level","DDX3Y_Expression_Level","UTY_Expression_Level","KDM5D_Expression_Level","EIF1AY_Expression_Level"
"KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","unknown",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","XX","X0","intermediate","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","intermediate","intermediate","not_expressed","expressed","intermediate","not_expressed","expressed"
"KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","X0","not_expressed","intermediate","mixed","not_expressed","intermediate","intermediate","intermediate","intermediate","not_expressed","expressed"
"KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KNS42_CENTRAL_NERVOUS_SYSTEM","male",NA,"primary","XY","X0","not_expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KNS60_CENTRAL_NERVOUS_SYSTEM","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KNS62_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KNS81_CENTRAL_NERVOUS_SYSTEM","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KP2_PANCREAS","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KP3_PANCREAS","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KP4_PANCREAS","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KPL1_BREAST","female",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KPMRTRY_SOFT_TISSUE","unknown","male",NA,"XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"KPNRTBM1_AUTONOMIC_GANGLIA","unknown","male","metastasis","XXY","XX","expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KPNSI9S_AUTONOMIC_GANGLIA","unknown","male","metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"KPNYN_AUTONOMIC_GANGLIA","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"KS1_CENTRAL_NERVOUS_SYSTEM","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KU1919_URINARY_TRACT","male",NA,"primary","XY","X0","not_expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","same","expressed","expressed","expressed","expressed","expressed","expressed","expressed"
"KURAMOCHI_OVARY","female",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KYM1_SOFT_TISSUE","unknown",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","X0","not_expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KYSE140_OESOPHAGUS","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KYSE150_OESOPHAGUS","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KYSE180_OESOPHAGUS","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KYSE270_OESOPHAGUS","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","expressed","expressed"
"KYSE30_OESOPHAGUS","male",NA,"primary","XY","X0","not_expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KYSE410_OESOPHAGUS","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KYSE450_OESOPHAGUS","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KYSE510_OESOPHAGUS","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KYSE520_OESOPHAGUS","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"KYSE70_OESOPHAGUS","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","X0","not_expressed","intermediate","mixed","expressed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"L33_PANCREAS","unknown",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"LC1F_LUNG","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"LCLC103H_LUNG","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","intermediate","expressed"
"LCLC97TM1_LUNG","male",NA,"primary","XY","X0","not_expressed","intermediate","mixed","expressed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"LI7_LIVER","unknown",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"LK2_LUNG","unknown",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"LMSU_STOMACH","unknown","male","metastasis","XY","X0","not_expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"LN18_CENTRAL_NERVOUS_SYSTEM","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"LN215_CENTRAL_NERVOUS_SYSTEM","unknown","female",NA,"XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"LN229_CENTRAL_NERVOUS_SYSTEM","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"LN235_CENTRAL_NERVOUS_SYSTEM","male",NA,NA,"XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"LN319_CENTRAL_NERVOUS_SYSTEM","male",NA,NA,"XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"LN340_CENTRAL_NERVOUS_SYSTEM","male",NA,NA,"XXY","XY","intermediate","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"LN382_CENTRAL_NERVOUS_SYSTEM","male",NA,NA,"X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"LN428_CENTRAL_NERVOUS_SYSTEM","male",NA,NA,"XY","XY","not_expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","expressed","expressed"
"LN443_CENTRAL_NERVOUS_SYSTEM","male",NA,NA,"X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"LN464_CENTRAL_NERVOUS_SYSTEM","male",NA,NA,"X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"LNCAPCLONEFGC_PROSTATE","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"LNZ308_CENTRAL_NERVOUS_SYSTEM","female",NA,NA,"XY","X0","not_expressed","intermediate","mixed","expressed","not_expressed","not_expressed","intermediate","not_expressed","not_expressed","intermediate"
"LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"LOUNH91_LUNG","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"LOVO_LARGE_INTESTINE","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","expressed","expressed"
"LOXIMVI_SKIN","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
